id,start_time,end_time,coor_x,coor_y
0,0,24,54,33
10,0,12,57,37
11,12,20,74,39
20,0,12,77,43
21,12,20,77,63
30,0,12,19,61
31,12,20,31,17
40,0,12,46,19
41,12,20,22,64
50,0,12,68,10
51,12,20,75,46
60,0,12,49,30
61,12,20,56,13
70,0,12,47,52
71,12,20,35,75
80,0,12,19,30
81,12,20,30,46
90,0,12,79,78
91,12,20,57,57
100,0,12,74,20
101,12,20,59,53
110,0,12,39,73
111,12,20,29,41
120,0,12,29,30
121,12,20,24,19
130,0,12,49,70
131,12,20,42,45
140,0,12,75,28
141,12,20,19,53
150,0,12,67,13
151,12,20,42,22
160,0,12,41,68
161,12,20,33,11
170,0,12,45,10
171,12,20,65,49
180,0,12,38,34
181,12,20,44,68
190,0,12,10,46
191,12,20,10,79
200,0,12,46,16
201,12,20,63,13
210,0,12,15,50
211,12,20,48,70
220,0,12,27,43
221,12,20,14,38
230,0,12,52,78
231,12,20,68,36
240,0,12,41,61
241,12,20,11,63
250,0,12,75,79
251,12,20,51,43
260,0,12,67,17
261,12,20,45,17
270,0,12,21,77
271,12,20,56,77
280,0,12,10,10
281,12,20,24,15
290,0,12,63,40
291,12,20,22,17
300,0,12,52,31
301,12,20,78,18
310,0,12,16,53
311,12,20,78,56
320,0,12,57,10
321,12,20,13,61
330,0,12,62,48
331,12,20,25,36
340,0,12,30,42
341,12,20,68,54
350,0,12,33,69
351,12,20,23,67
360,0,12,58,60
361,12,20,59,55
370,0,12,79,14
371,12,20,51,67
380,0,12,45,27
381,12,20,74,45
390,0,12,79,76
391,12,20,10,30
400,0,12,60,55
401,12,20,46,67
410,0,12,44,46
411,12,20,58,72
420,0,12,13,14
421,12,20,52,40
430,0,12,31,45
431,12,20,10,65
440,0,12,20,36
441,12,20,53,32
450,0,12,68,61
451,12,20,33,56
460,0,12,69,71
461,12,20,12,70
470,0,12,72,57
471,12,20,45,10
480,0,12,77,20
481,12,20,56,23
490,0,12,30,16
491,12,20,60,55
500,0,12,37,40
501,12,20,24,25
510,0,12,51,51
511,12,20,68,48
520,0,12,75,63
521,12,20,46,53
530,0,12,20,17
531,12,20,53,75
540,0,12,21,51
541,12,20,12,76
550,0,12,61,41
551,12,20,42,60
560,0,12,64,56
561,12,20,10,43
570,0,12,48,22
571,12,20,29,76
580,0,12,56,20
581,12,20,52,37
590,0,12,66,66
591,12,20,70,75
600,0,12,40,74
601,12,20,34,79
610,0,12,12,44
611,12,20,13,13
620,0,12,23,70
621,12,20,50,47
630,0,12,29,53
631,12,20,36,30
640,0,12,76,16
641,12,20,62,38
650,0,12,77,16
651,12,20,71,76
660,0,12,24,79
661,12,20,14,64
670,0,12,77,31
671,12,20,21,41
680,0,12,66,45
681,12,20,26,18
690,0,12,34,35
691,12,20,39,31
700,0,12,31,55
701,12,20,35,26
710,0,12,70,35
711,12,20,71,47
720,0,12,43,11
721,12,20,42,15
730,0,12,41,22
731,12,20,23,64
740,0,12,66,72
741,12,20,34,55
750,0,12,51,15
751,12,20,28,57
760,0,12,50,69
761,12,20,64,52
770,0,12,21,77
771,12,20,48,20
780,0,12,11,67
781,12,20,54,13
790,0,12,34,79
791,12,20,77,68
800,0,12,13,14
801,12,20,45,27
810,0,12,71,79
811,12,20,79,73
820,0,12,53,34
821,12,20,42,13
830,0,12,21,79
831,12,20,20,50
840,0,12,64,46
841,12,20,47,68
850,0,12,38,59
851,12,20,12,65
860,0,12,37,34
861,12,20,33,43
870,0,12,63,28
871,12,20,61,17
880,0,12,56,63
881,12,20,30,56
890,0,12,63,43
891,12,20,39,39
900,0,12,77,22
901,12,20,45,56
910,0,12,49,42
911,12,20,19,44
920,0,12,51,35
921,12,20,33,56
930,0,12,13,62
931,12,20,56,74
940,0,12,60,28
941,12,20,13,14
950,0,12,41,17
951,12,20,19,13
960,0,12,20,58
961,12,20,37,47
970,0,12,55,58
971,12,20,49,61
980,0,12,71,59
981,12,20,54,59
990,0,12,44,39
991,12,20,44,13
1000,0,12,43,75
1001,12,20,15,30
1010,0,12,46,52
1011,12,20,10,38
1020,0,12,44,36
1021,12,20,79,62
1030,0,12,63,58
1031,12,20,72,76
1040,0,12,18,19
1041,12,20,71,12
1050,0,12,11,78
1051,12,20,45,20
1060,0,12,50,22
1061,12,20,46,47
1070,0,12,58,49
1071,12,20,35,42
1080,0,12,77,43
1081,12,20,45,36
1090,0,12,40,60
1091,12,20,39,30
1100,0,12,43,38
1101,12,20,28,28
1110,0,12,27,35
1111,12,20,12,34
1120,0,12,79,49
1121,12,20,22,38
1130,0,12,54,34
1131,12,20,76,28
1140,0,12,49,77
1141,12,20,49,54
1150,0,12,32,55
1151,12,20,40,64
1160,0,12,27,10
1161,12,20,28,20
1170,0,12,53,77
1171,12,20,59,16
1180,0,12,51,67
1181,12,20,56,29
1190,0,12,31,44
1191,12,20,38,60
1200,0,12,68,30
1201,12,20,10,53
1210,0,12,73,10
1211,12,20,26,76
1220,0,12,46,22
1221,12,20,34,25
1230,0,12,73,43
1231,12,20,77,33
1240,0,12,61,22
1241,12,20,18,15
1250,0,12,66,48
1251,12,20,42,11
1260,0,12,29,20
1261,12,20,23,16
1270,0,12,68,16
1271,12,20,65,48
1280,0,12,74,60
1281,12,20,46,61
1290,0,12,35,12
1291,12,20,42,39
1300,0,12,52,19
1301,12,20,24,15
1310,0,12,38,63
1311,12,20,30,75
1320,0,12,78,53
1321,12,20,32,72
1330,0,12,17,57
1331,12,20,71,31
1340,0,12,23,28
1341,12,20,15,23
1350,0,12,10,16
1351,12,20,18,58
1360,0,12,63,50
1361,12,20,21,36
1370,0,12,14,40
1371,12,20,49,15
1380,0,12,55,25
1381,12,20,36,73
1390,0,12,62,47
1391,12,20,59,69
1400,0,12,61,42
1401,12,20,28,72
1410,0,12,44,20
1411,12,20,61,22
1420,0,12,40,74
1421,12,20,63,39
1430,0,12,68,32
1431,12,20,53,29
1440,0,12,65,15
1441,12,20,28,46
1450,0,12,55,15
1451,12,20,75,36
1460,0,12,63,22
1461,12,20,58,17
1470,0,12,69,62
1471,12,20,36,39
1480,0,12,45,10
1481,12,20,68,13
1490,0,12,59,71
1491,12,20,54,77
1500,0,12,23,26
1501,12,20,48,66
1510,0,12,49,72
1511,12,20,18,66
1520,0,12,23,58
1521,12,20,17,27
1530,0,12,32,67
1531,12,20,18,19
1540,0,12,16,72
1541,12,20,76,43
1550,0,12,70,14
1551,12,20,26,26
1560,0,12,66,72
1561,12,20,33,33
1570,0,12,34,17
1571,12,20,14,32
1580,0,12,59,40
1581,12,20,40,37
1590,0,12,64,57
1591,12,20,35,21
1600,0,12,30,40
1601,12,20,67,44
